8	q	24.21	127300000	131500000	gpos	50
8	q	24.22	131500000	136400000	gneg	
8	q	24.23	136400000	139900000	gpos	75
8	q	24.3	139900000	146364022	gneg	
9	p	24.3	1	2200000	gneg	
9	p	24.2	2200000	4600000	gpos	25
9	p	24.1	4600000	9000000	gneg	
9	p	23	9000000	14200000	gpos	75
9	p	22.3	14200000	16600000	gneg	
9	p	22.2	16600000	18500000	gpos	25
9	p	22.1	18500000	19900000	gneg	
9	p	21.3	19900000	25600000	gpos	100
9	p	21.2	25600000	28000000	gneg	
9	p	21.1	28000000	33200000	gpos	100
9	p	13.3	33200000	36300000	gneg	
9	p	13.2	36300000	38400000	gpos	25
9	p	13.1	38400000	41000000	gneg	
9	p	12	41000000	43600000	gpos	50
9	p	11.2	43600000	47300000	gneg	
9	p	11.1	47300000	49000000	acen	
9	q	11	49000000	50700000	acen	
9	q	12	50700000	65900000	gvar	
9	q	13	65900000	68700000	gneg	
9	q	21.11	68700000	72200000	gpos	25
9	q	21.12	72200000	74000000	gneg	
9	q	21.13	74000000	79200000	gpos	50
9	q	21.2	79200000	81100000	gneg	
9	q	21.31	81100000	84100000	gpos	50
9	q	21.32	84100000	86900000	gneg	
9	q	21.33	86900000	90400000	gpos	50
9	q	22.1	90400000	91800000	gneg	
9	q	22.2	91800000	93900000	gpos	25
9	q	22.31	93900000	96600000	gneg	
9	q	22.32	96600000	99300000	gpos	25
9	q	22.33	99300000	102600000	gneg	
9	q	31.1	102600000	108200000	gpos	100
9	q	31.2	108200000	111300000	gneg	
9	q	31.3	111300000	114900000	gpos	25
9	q	32	114900000	117700000	gneg	
9	q	33.1	117700000	122500000	gpos	75
9	q	33.2	122500000	125800000	gneg	
9	q	33.3	125800000	130300000	gpos	25
9	q	34.11	130300000	133500000	gneg	
9	q	34.12	133500000	134000000	gpos	25
9	q	34.13	134000000	135900000	gneg	
9	q	34.2	135900000	137400000	gpos	25
9	q	34.3	137400000	141213431	gneg	
10	p	15.3	1	3000000	gneg	
10	p	15.2	3000000	3800000	gpos	25
10	p	15.1	3800000	6600000	gneg	
10	p	14	6600000	12200000	gpos	75
10	p	13	12200000	17300000	gneg	
10	p	12.33	17300000	18600000	gpos	75
10	p	12.32	18600000	18700000	gneg	
10	p	12.31	18700000	22600000	gpos	75
10	p	12.2	22600000	24600000	gneg	
10	p	12.1	24600000	29600000	gpos	50
10	p	11.23	29600000	31300000	gneg	
10	p	11.22	31300000	34400000	gpos	25
10	p	11.21	34400000	38000000	gneg	
10	p	11.1	38000000	40200000	acen	
10	q	11.1	40200000	42300000	acen	
10	q	11.21	42300000	46100000	gneg	
10	q	11.22	46100000	49900000	gpos	25
10	q	11.23	49900000	52900000	gneg	
10	q	21.1	52900000	61200000	gpos	100
10	q	21.2	61200000	64500000	gneg	
10	q	21.3	64500000	70600000	gpos	100
10	q	22.1	70600000	74900000	gneg	
10	q	22.2	74900000	77700000	gpos	50
10	q	22.3	77700000	82000000	gneg	
10	q	23.1	82000000	87900000	gpos	100
10	q	23.2	87900000	89500000	gneg	
10	q	23.31	89500000	92900000	gpos	75
10	q	23.32	92900000	94100000	gneg	
10	q	23.33	94100000	97000000	gpos	50
10	q	24.1	97000000	99300000	gneg	
10	q	24.2	99300000	101900000	gpos	50
10	q	24.31	101900000	103000000	gneg	
10	q	24.32	103000000	104900000	gpos	25
10	q	24.33	104900000	105800000	gneg	
10	q	25.1	105800000	111900000	gpos	100
10	q	25.2	111900000	114900000	gneg	
